0,1,0,0,0,1,0,0,8519.23,0.0287,49.9,10.0,302.05,8.0,-0.46,-0.8
0,0,0,1,0,1,0,0,1431.62,0.0262,51.2,14.0,303.3,2.0,1.29,1.29
0,1,0,0,0,1,0,0,182.33,0.0429,61.52,7.0,299.18,8.0,0.04,-2.64
0,1,0,0,0,1,0,0,313.13,0.0424,65.39,9.02,299.61,3.0,-0.07,-2.27
0,1,0,0,0,1,0,0,792.0,0.0424,65.39,12.5,299.7,3.0,0.0,-2.19
0,1,0,0,0,0,0,1,4569.6,0.0954,51.54,11.5,303.22,1.0,0.27,0.17
0,1,0,0,0,1,0,0,2399.36,0.0372,65.39,27.7,302.12,6.0,0.29,0.25
0,1,0,0,0,0,0,1,3920.39,0.1636,58.01,4.05,302.62,8.0,0.35,-0.57
0,1,0,0,0,1,0,0,439.36,0.0372,65.39,4.82,299.7,3.0,0.0,-2.16
0,1,0,0,0,0,0,1,1176.53,0.0631,65.39,9.8,302.44,6.0,0.56,0.53
0,1,0,0,0,1,0,0,8871.56,0.061,68.53,9.0,301.49,8.0,-0.7,-1.1
0,1,0,0,0,0,0,1,435.67,0.0631,65.39,14.51,299.7,3.0,0.0,-2.19
0,1,0,0,0,0,1,0,148.15,0.0477,85.57,3.0,302.13,4.0,0.31,0.23
0,1,0,0,0,1,0,0,1412.4,0.0349,52.62,15.0,301.48,5.0,-0.6,-0.8
0,1,0,0,0,1,0,0,481.51,0.0643,52.79,12.0,300.86,6.0,-0.3,-1.07
0,1,0,0,0,1,0,0,6212.5,0.1093,55.99,3.75,303.13,3.0,0.06,0.06
0,1,0,0,0,1,0,0,107.64,0.0816,59.79,16.5,300.14,7.0,-0.34,-2.07
0,1,0,0,0,1,0,0,2319.1,0.0631,65.39,8.8,301.86,6.0,0.01,-0.03
0,1,0,0,0,0,0,1,1599.68,0.0273,49.1,14.9,299.85,6.0,-0.34,-2.4
0,1,0,0,0,1,0,0,1415.91,0.0609,51.35,8.3,302.48,7.0,0.33,-0.14
0,1,0,0,0,1,0,0,1581.23,0.041,46.93,11.45,301.46,4.0,0.03,-0.71
0,1,0,0,0,1,0,0,893.53,0.041,46.93,3.4,303.8,4.0,1.66,1.63
0,1,0,0,0,0,0,1,973.06,0.0286,49.1,9.8,299.48,6.0,-0.25,-2.78
0,1,0,0,0,1,0,0,2275.34,0.0424,65.39,11.3,301.86,6.0,0.01,-0.03
0,1,0,0,0,0,0,1,1785.54,0.028,50.37,10.55,299.42,7.0,-1.84,-2.82
0,1,0,0,0,0,0,1,537.9,0.0279,49.1,16.05,303.06,4.0,0.99,0.8
0,1,0,0,0,0,0,1,1212.26,0.0273,49.1,15.25,299.85,6.0,-0.34,-2.4
0,1,0,0,0,1,0,0,309.43,0.0842,74.88,7.0,302.43,6.0,0.46,0.37
0,1,0,0,0,1,0,0,1144.85,0.0335,57.46,18.0,300.41,6.0,0.0,-1.65
0,1,0,0,0,0,0,1,603.83,0.0273,49.1,5.35,299.5,6.0,-0.24,-2.77
0,1,0,0,0,0,0,1,973.06,0.0286,49.1,10.35,299.48,6.0,-0.25,-2.78
0,1,0,0,0,1,0,0,1260.9,0.0447,36.82,10.4,299.85,6.0,-1.19,-2.46
0,1,0,0,0,0,0,1,1184.38,0.0279,49.1,14.9,299.84,6.0,-0.34,-2.41
0,0,0,1,0,0,1,0,1060.12,0.0459,47.23,10.0,302.33,3.0,-0.39,-0.41
0,1,0,0,0,1,0,0,1136.64,0.0443,65.39,9.4,303.02,6.0,1.14,1.12
0,1,0,0,0,1,0,0,36179.5,0.0369,53.32,10.0,300.3,8.0,0.03,-1.61
0,1,0,0,0,0,0,1,345.0,0.0279,49.1,8.2,300.49,7.0,-0.81,-1.77
0,1,0,0,0,0,0,1,1780.82,0.028,50.37,20.9,302.43,5.0,1.06,0.18
0,1,0,0,0,1,0,0,1320.0,0.0609,51.35,9.9,302.54,7.0,0.44,-0.05
0,1,0,0,0,1,0,0,1577.81,0.0349,52.62,15.0,301.77,5.0,-0.33,-0.51
0,1,0,0,0,1,0,0,1259.2,0.041,46.93,7.6,301.51,4.0,0.71,-0.66
0,1,0,0,0,1,0,0,1216.25,0.0366,50.54,8.05,299.82,5.0,-0.23,-2.4
0,1,0,0,0,0,0,1,1785.54,0.028,50.37,14.15,301.64,4.0,0.86,-0.6
0,1,0,0,0,0,0,1,1018.88,0.0273,49.1,5.35,302.97,4.0,0.91,0.71
0,1,0,0,0,0,0,1,1118.47,0.028,50.37,17.7,302.43,5.0,1.06,0.18
0,1,0,0,0,0,0,1,806.3,0.0286,49.1,16.1,302.97,4.0,0.91,0.71
0,1,0,0,0,0,1,0,36.61,0.0452,46.39,10.0,303.32,4.0,1.48,1.38
0,1,0,0,0,1,0,0,1003.57,0.0396,65.39,10.61,299.7,3.0,0.01,-2.18
0,1,0,0,0,1,0,0,12674.54,0.0632,67.23,16.0,300.69,6.0,0.13,-1.52
0,1,0,0,0,1,0,0,11404.29,0.0297,47.39,11.0,300.3,9.0,-1.71,-1.96
0,1,0,0,0,1,0,0,3000.09,0.0667,52.79,12.0,300.78,6.0,-0.41,-1.13
0,1,0,0,0,1,0,0,9724.38,0.0999,57.13,9.6,304.0,3.0,1.0,1.0
0,1,0,0,0,1,0,0,671.32,0.0406,36.82,18.3,303.7,4.0,1.57,1.41
0,1,0,0,0,1,0,0,1536.05,0.0396,65.39,7.3,302.12,6.0,0.28,0.24
0,0,0,1,0,1,0,0,6923.2,0.0251,54.15,8.5,303.02,3.0,1.33,0.76
0,0,0,1,0,0,1,0,275.04,0.1919,43.39,5.0,302.37,5.0,0.65,-0.14
0,1,0,0,0,0,1,0,418.56,0.036,44.29,13.5,300.13,9.0,0.43,-1.76
0,1,0,0,0,1,0,0,11404.29,0.0297,47.39,11.0,300.3,9.0,-1.71,-1.96
0,1,0,0,0,0,0,1,1279.31,0.0596,61.77,12.0,301.93,7.0,0.47,-0.04
0,0,1,0,0,1,0,0,1035.1,0.0458,44.66,3.5,302.24,4.0,1.66,1.6
0,1,0,0,0,0,0,1,912.32,0.0273,49.1,14.3,299.04,6.0,-0.34,-3.23
0,1,0,0,0,1,0,0,9427.08,0.0287,53.08,5.5,303.14,4.0,0.89,0.89
0,1,0,0,0,0,0,1,5138.98,0.1491,58.01,5.85,304.07,3.0,0.95,0.95
0,1,0,0,0,1,0,0,886.95,0.0386,69.08,9.0,301.82,9.0,0.46,-0.08
0,1,0,0,0,0,0,1,706.52,0.0273,49.1,9.6,299.99,7.0,-1.32,-2.28
0,1,0,0,0,0,0,1,888.61,0.0286,49.1,4.75,299.48,6.0,-0.25,-2.78
0,1,0,0,0,0,0,1,1599.68,0.0273,49.1,14.35,303.57,4.0,1.31,1.31
0,1,0,0,0,1,0,0,1260.9,0.0447,36.82,8.8,302.55,3.0,0.32,0.25
0,1,0,0,0,1,0,0,1902.89,0.0401,47.04,20.1,302.48,3.0,0.16,0.09
0,1,0,0,0,0,1,0,60.38,0.0667,52.79,12.0,300.94,6.0,-0.36,-1.06
0,1,0,0,0,1,0,0,2668.37,0.0631,65.39,10.7,301.86,6.0,0.01,-0.03
0,1,0,0,0,1,0,0,1259.2,0.041,46.93,6.1,301.51,4.0,0.71,-0.66
0,1,0,0,0,0,1,0,500.99,0.0379,57.83,12.0,300.6,3.0,-0.17,-2.04
0,1,0,0,0,1,0,0,160.25,0.0324,49.07,12.5,301.24,6.0,0.12,-0.51
0,1,0,0,0,0,0,1,912.32,0.0273,49.1,15.0,299.5,6.0,-0.24,-2.77
0,1,0,0,0,1,0,0,2294.83,0.0928,74.88,12.0,300.09,6.0,-1.23,-1.96
0,1,0,0,0,1,0,0,886.95,0.0386,69.08,9.0,301.82,9.0,0.46,-0.08
0,1,0,0,0,0,0,1,1785.54,0.028,50.37,10.1,299.42,7.0,-1.84,-2.82
0,1,0,0,0,1,0,0,1260.9,0.0447,36.82,9.45,299.88,5.0,-0.15,-2.42
0,1,0,0,0,0,0,1,5287.21,0.1711,60.51,4.0,302.38,7.0,0.0,-0.72
0,1,0,0,0,0,0,1,975.99,0.0286,49.1,14.8,299.85,6.0,-0.34,-2.4
0,1,0,0,0,1,0,0,545.24,0.0424,65.39,9.4,301.86,6.0,0.02,-0.02
0,1,0,0,0,0,1,0,1228.21,0.0444,54.14,3.12,302.48,6.0,1.3,-0.17
0,1,0,0,0,1,0,0,6076.0,0.0295,56.52,10.0,301.87,8.0,-0.59,-0.93
0,1,0,0,0,1,0,0,244.6,0.0928,74.88,12.0,301.29,6.0,-0.65,-0.76
0,1,0,0,0,0,0,1,912.32,0.0273,49.1,15.4,299.8,6.0,-0.38,-2.46
0,1,0,0,0,1,0,0,36.67,0.0501,46.39,8.0,301.45,6.0,-0.44,-0.49
